"tit_projeto" "descricao" "autor_situacao"
Verª Lourdes Sprenger
Situação
ARQUIVADO"
"152" "PROC. 00398/15 - PLCL 003/15" "ALTERA OS ARTS. 20, PARAGRAFO UNICO, 26 E 27 E INCLUI ART. 26-A NA LEI COMPLEMENTAR N. 677, DE 19 DE JULHO DE 2011, ALTERADA PELA LEI COMPLEMENTAR N. 690, DE 17 DE FEVEREIRO DE 2012. DISPONDO SOBRE REGIME ESPECIAL DE TRABALHO E GRATIFICACAO DE INCENTIVO MEDICO (GIM) DE SERVIDORES DETENTORES DE CARGOS EFETIVOS DE MEDICO CLINICO GERAL OU MEDICO..." "Autor
DR. THIAGO DUARTE
Situação
ARQUIVADO"
"153" "PROC. 00249/15 - PLCL 011/15" "altera a o inc. I do caput do art. 4º e inclui Anexos I e II na Lei Complementar nº 740, de 16 de maio de 2014 – que institui o Estatuto do Pedestre, cria o Conselho Municipal dos Direitos e dos Deveres do Pedestre (Consepe), revoga a Lei nº 10.199, de 11 de junho de 2007, e dá outras providências –, alterada pela Lei Complementar nº 745, de 29..." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO"
"154" "PROC. 00248/15 - PLCL 009/15" "inclui art. 40-A na Lei Complementar nº 728, de 8 de janeiro de 2014 – que institui o Código Municipal de Limpeza Urbana, revoga as Leis Complementares nºs 234, de 10 de outubro de 1990, 274, de 25 de março de 1992, 376, de 3 de junho de 1996, 377, de 3 de junho de 1996, 591, de 23 de abril de 2008, e 602, de 24 de novembro de 2008, e dá outras..." "Autor
Ver. Clàudio Janta
Situação
ORDEM DO DIA"
"155" "PROC. 00093/15 - PLCL 001/15" "altera o § 2º do art. 2º e o caput do art. 9º e inclui parágrafo único no art. 9º da Lei Complementar nº 320, de 2 de maio de 1994 – que dispõe sobre a denominação de logradouros públicos e dá outras providências –, e alterações posteriores, restringindo a iniciativa para a proposição de projetos de denominação de logradouros e dando outras..." "Autor
Ver. Marcelo Sgarbossa
Situação
ARQUIVADO"
"156" "PROC. 02938/14 - PLCL 031/14" "cria e institui como Área Especial de Interesse Institucional – AEII – a Subunidade 05 na Unidade de Estruturação Urbana – UEU – 66 da Macrozona – MZ – 01, constituída pelo conjunto de terrenos ocupados pelo Complexo Hospitalar Mãe de Deus, define-lhe regime urbanístico e padrões para cálculo de guarda de veículos e altera limites das..." "Autor
Ver. Márcio Bins Ely
Situação
ARQUIVADO"
"157" "PROC. 02549/14 - PLCL 030/14" "altera o inc. XVI do caput do art. 25 da Lei Complementar nº 12, de 7 de janeiro de 1975 – que institui posturas para o Município de Porto Alegre e dá outras providências –, e alterações posteriores, incluindo em rol de infrações o estacionamento dos veículos de transporte coletivo por ônibus fora dos pontos determinados para embarque ou..." "Autor
Ver. Professor Garcia
Situação
ARQUIVADO"
"158" "PROC. 02483/14 - PLCL 029/14" "inclui § 6º no art. 15 na Lei Complementar nº 170, de 31 de dezembro de 1987 – que revoga a Lei Complementar nº 32 de 07/01/77, estabelece normas para instalações hidrossanitárias e serviços públicos de abastecimento de água e esgotamento sanitário prestados pelo Departamento Municipal de Água e Esgotos e dá outras providências –, e alterações..." "Autor
Paulinho Motorista
Situação
ORDEM DO DIA"
"159" "PROC. 02398/14 - PLCL 028/14" "altera o § 3º do art. 152 da Lei Complementar nº 133, de 31 de dezembro de 1985 – Estatuto dos Funcionários Públicos do Município de Porto Alegre –, e alterações posteriores, ampliando o período de licença-paternidade para 30 (trinta) dias consecutivos, contados da data de nascimento do filho." "Autor
Fernanda Melchionna e Pedro Ruas
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"160" "PROC. 02342/14 - PLCL 027/14" "inclui art. 124-A na Lei Complementar nº 133, de 31 de dezembro de 1985 – que estabelece o Estatuto dos Funcionários Públicos do Município de Porto Alegre –, instituindo Gratificação de Permanência em Serviço, destinada a servidores municipais." "Autor
Ver. Cassio Trogildo
Situação
PARA PARECER"
"161" "PROC. 02238/14 - PLCL 026/14" "altera o art. 66 da Lei Complementar nº 728, de 8 de janeiro de 2014 – Código Municipal de Limpeza Urbana –, obrigando o Executivo Municipal a garantir, na contratação dos serviços de coleta, processamento e comercialização de resíduos sólidos urbanos recicláveis ou reutilizáveis, a preferência às cooperativas de catadores e recicladores de..." "Autor
Ver. Marcelo Sgarbossa
Situação
ORDEM DO DIA"
"162" "PROC. 02094/14 - PLCL 025/14" "ALTERA O INC. I DO ART. 7 E O ART. 9 INCLUI INC. IX NO ART. 8 E SECAO IV - DAS AREAS DE PROTECAO AO CICLISMO DE COMPETICAO - ,COM ARTS. 18-A, 18-B E 18-C, NO CAPITULO I DO TITULO II DA PARTE II, TODOS NA LEI COMPLEMENTAR N. 626, DE 15 DE JULHO DE 2009 - QUE INSTITUI O PLANO DIRETOR CICLOVIARIO INTEGRADO E DA OUTRAS PROVIDENCIAS - , E ALTERACOES..." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"163" "PROC. 01913/14 - PLCL 021/14" "inclui §§ 4º e 5º no art. 19 da Lei Complementar nº 626, de 15 de julho de 2009 – que institui o Plano Diretor Cicloviário Integrado e dá outras providências –, alterada pela Lei Complementar nº 710, de 18 de fevereiro de 2013, dispondo sobre a implementação de ciclovias ou ciclofaixas." "Autor
Ver. João Carlos Nedel
Situação
ORDEM DO DIA"
"164" "PROC. 01719/14 - PLCL 032/14" "cria o Fundo de Provisões, de natureza contábil e financeira, destinado à quitação de verbas e indenizações trabalhistas objeto de condenação judicial dos empregados de empresas contratadas para prestar serviços contínuos ao Município de Porto Alegre, no caso de falência ou encerramento das atividades." "Autor
Ver. Clàudio Janta
Situação
REJEITADO"
"165" "PROC. 01718/14 - PLCL 020/14" "altera o caput e o § 1º e revoga os §§ 2º, 3º e 4º do art. 16 da Lei Complementar nº 601, de 23 de outubro de 2008, alterada pela Lei Complementar nº 743, de 2 de setembro de 2014, dispondo sobre transferência de Potencial Construtivo de edificações integrantes do Inventário do Patrimônio Cultural de Bens Imóveis do Município." "Autor
Ver. Mauro Pinheiro
Situação
ARQUIVADO
Veto
VETO PARCIAL REJEITADO"
"166" "PROC. 01676/14 - PLCL 019/14" "ALTERA O CAPUT E SEUS INCS. I E II, INCLUI ALS. A E B NO INC. II DO CAPUT E PARAGRAFO 2, RENOMEIA PARA PARAGRAFO 1 O PARAGRAFO UNICO, ALTERANDO-SE SUA REDACAO, E REVOGA O INC III DO CAPUT, TODOS NO ART 1 DA LEI COMPLEMENTAR N. 570, DE 11 DE JUNHO DE 2007, DISPONDO SOBRE A INSTALACAO DE REDES DE ABASTECIMENTO DE AGUA E DE REMOCAO DE ESGOTO..." "Autor
CASSIO TROGILDO
Situação
ARQUIVADO"
"167" "PROC. 01653/14 - PLCL 018/14" "altera a ementa, o § 2º do art. 1º, o inc. I do caput do art. 2º e a al. b do inc. II do caput do art. 3º e inclui § 3º no art. 1º da Lei Complementar nº 555, de 13 de julho de 2006, alterada pela Lei Complementar nº 574, de 2 de julho de 2007, dispondo sobre a proibição do uso de produtos fumígenos em recintos coletivos e em recintos de..." "Autor
do Ver. João Carlos Nedel
Situação
ARQUIVADO"
"168" "PROC. 01596/14 - PLCL 017/14" "altera o § 2º do art. 32 da Lei Complementar nº 626, de 15 de julho de 2009 – que institui o Plano Diretor Cicloviário Integrado e dá outras providências –, alterada pela Lei Complementar nº 710, de 18 de fevereiro de 2013, incluindo a construção, a reforma e a manutenção de estruturas físicas para a prática de esporte com bicicleta no rol em..." "Autor
Ver. Marcelo Sgarbossa
Situação
ARQUIVADO"
"169" "PROC. 01591/14 - PLCL 024/14" "inclui arts. 15-A e 15-B e revoga o parágrafo único do art. 15 da Lei Complementar nº 628, de 17 de agosto de 2009, e alterações posteriores, determinando que escolas públicas municipais implantem banco de fotos digital de seus alunos e que seja divulgada foto digital de criança ou adolescente desaparecido." "Autor
Ver. Elizandro Sabino
Situação
ARQUIVADO"
"170" "PROC. 01540/14 - PLCL 016/14" "INCLUI ART. 82-B NA LEI COMPLEMENTAR N. 7, DE 7 DE DEZEMBRO DE 1973 - QUE INSTITUI E DISCIPLINA OS TRIBUTOS DE COMPETENCIA DO MUNICIPIO -, E ALTERACOES POSTERIORES, CONCEDENDO DESCONTO DE ATE 20% (VINTE POR CENTO) NO VALOR DO IPTU, LANCADO POR PERIODO CERTO DE TEMPO, AO CONTRIBUINTE RESIDENCIAL QUE ADOTAR ANIMAL DOMESTICO REGISTRADO EM ORGAO..." "Autor
LOURDES SPRENGER
Situação
ARQUIVADO"
"171" "PROC. 01533/14 - PLCL 022/14" "ALTERA O PARAGRAFO 4. DO ART. 5. DA LEI COMPLEMENTAR N. 678, DE 22 DE AGOSTO DE 2011 - QUE INSTITUI O PLANO DIRETOR DE ACESSIBILIDADE DE PORTO ALEGRE -, DETERMINANDO QUE ORGAOS, EMPRESAS E INSTITUICOES PRESTADORES DE SERVICOS PUBLICOS AFIXEM, EM SUAS DEPENDENCIAS, PLACAS QUE IDENTIFIQUEM, EM BRAILE, CORREDORES, PORTAS E ENTRADAS DE SALAS E..." "Autor
SEFORA MOTA
Situação
ARQUIVADO"
"172" "PROC. 01532/14 - PLCL 023/14" "INCLUI INC. V NO PARAGRAFO 1. DO ART. 5. E PARAGRAFOS 1. E 2. NO ART. 39 DA LEI COMPLEMENTAR N. 678, DE 22 DE AGOSTO DE 2011 - QUE INSTITUI O PLANO DIRETOR DE ACESSIBILIDADE DE PORTO ALEGRE -, DETERMINANDO QUE SEJAM AFIXADAS PLACAS QUE IDENTIFIQUEM, EM BRAILLE, BANHEIROS MASCULINOS E BANHEIROS FEMININOS PARA USO PUBLICO LOCALIZADOS EM..." "Autor
SEFORA MOTA
Situação
PARA CIENCIA"
"173" "PROC. 01419/14 - PLCL 015/14" "inclui art. 17-A e revoga o inc. IV do caput e o § 2º do art. 4º da Lei Complementar nº 740, de 16 de maio de 2014 – que institui o Estatuto do Pedestre, cria o Conselho Municipal dos Direitos e dos Deveres do Pedestre (Consepe), revoga a Lei nº 10.199, de 11 de junho de 2007, e dá outras providências –, estabelecendo prazo para a regulamentação..." "Autor
do Ver. Nereu D'Avila
Situação
ARQUIVADO"
"174" "PROC. 01273/14 - PLCL 014/14" "inclui inc. XXVI no caput do art. 21 da Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, e alterações posteriores, dispondo acerca da base de cálculo do Imposto sobre Serviços de Qualquer Natureza (ISSQN) para os serviços que especifica." "Autor
Márcio Bins Ely
Situação
ARQUIVADO"
"175" "PROC. 01221/14 - PLCL 013/14" "inclui incs. V a VIII no caput do § 1º do art. 1º, § 3º no art. 5º e art. 10-A e altera o § 2º do art. 5º da Lei Complementar nº 618, de 10 de junho de 2009, alterada pela Lei Complementar nº 675, de 22 de junho de 2011, ampliando o rol de equipamentos públicos passíveis de adoção por pessoas jurídicas e dando outras providências." "Autor
do Ver. João Derly
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"176" "PROC. 01181/14 - PLCL 012/14" "altera o caput e o inc. II do parágrafo único do art. 141 da Lei Complementar nº 133, de 31 de dezembro de 1985 – que estabelece o Estatuto dos Funcionários Públicos do Município de Porto Alegre –, e alterações posteriores, ampliando o rol de casos em que será concedida licença ao funcionário detentor de cargo em comissão." "Autor
Ver. Mario Manfro
Situação
ARQUIVADO"
"177" "PROC. 01012/14 - PLCL 011/14" "inclui §§ 4º e 5º no art. 44 da Lei Complementar nº 728, de 8 de janeiro de 2014 – Código Municipal de Limpeza Urbana –, excetuando do rol de atos lesivos à limpeza urbana a utilização de itens de oferenda conhecidos como ebós em cultos e liturgias de religiões de matriz africana e da umbanda e estabelecendo os materiais com que devem ser feitos..." "Autor
Ver. Delegado Cleiton
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"178" "PROC. 00987/14 - PLCL 010/14" "inclui § 3º no art. 36 da Lei Complementar nº 478, de 26 de setembro de 2002 – que dispõe sobre o Departamento Municipal de Previdência dos Servidores Públicos do Município de Porto Alegre, disciplina o Regime Próprio de Previdência Social dos Servidores do Município de Porto Alegre e dá outras providências –, e alterações posteriores,..." "Autor
Ver. João Derly
Situação
ARQUIVADO"
"179" "PROC. 00942/14 - PLCL 009/14" "estabelece normas para a implantação de helipontos no Município de Porto Alegre." "Autor
Ver. João Carlos Nedel
Situação
ARQUIVADO"
"180" "PROC. 00823/14 - PLCL 008/14" "altera o caput e o § 1º do art. 140 da Lei Complementar nº 395, de 26 de dezembro de 1996 – Código Municipal de Saúde –, e alterações posteriores, excluindo os estabelecimentos de saúde do rol de locais em que é proibida a permanência de animais." "Autor
Ver. Professor Garcia
Situação
ARQUIVADO"
"181" "PROC. 00804/14 - PLCL 007/14" "Cria o Conselho Municipal de Proteção Animal de Porto Alegre (Compa) e altera o art. 6º e revoga os arts 7º e 8º da Lei Complementar nº 696, de 4 de junho de 2012 – que cria o Fundo Municipal dos Direitos Animais (FMDA) e institui seu conselho gestor." "Autor
Ver. Marcelo Sgarbossa
Situação
ORDEM DO DIA"
"182" "PROC. 00441/14 - PLCL 005/14" "altera o caput do art. 3º e o § 1º do art. 7º, renomeia o parágrafo único do art. 3º para § 1º, alterando sua redação, e inclui §§ 2º e 3º no art. 3º da Lei Complementar nº 601, de 23 de outubro de 2008, dispondo acerca de indicação de imóveis ao Inventário do Patrimônio Cultural de Bens Imóveis do Município, bem como de sua inclusão nesse..." "Autor
do Ver. Idenir Cecchim
Situação
ARQUIVADO
Veto
VETO TOTAL REJEITADO"
"183" "PROC. 00427/14 - PLCL 004/14" "ALTERA A EMENTA E INCLUI NOVAS REDACOES NA LEI COMPLEMENTAR N. 494, DE 10 DE SETEMBRO DE 2003 QUE DISPOE SOBRE O ESTABELECIMENTO DE COTAS RACIAIS PARA AFRO-BRASILEIROS EM CONCURSOS PUBLICOS PARA PROVIMENTO DE CARGOS EFETIVOS, BEM COMO EM NOMEACOES PARA CARGOS EM COMISSOES E DA OUTRAS PROVIDENCIAS." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"184" "PROC. 00374/14 - PLCL 003/14" "institui o Programa IPTU Verde." "Autor
Ver. Márcio Bins Ely
Situação
ORDEM DO DIA"
"185" "PROC. 00257/14 - PLCL 002/14" "inclui § 4º no art. 44 da Lei Complementar nº 728, de 8 de janeiro de 2014, que institui o Código Municipal de Limpeza Urbana, excetuando do rol de atos lesivos à limpeza urbana o depósito ou o lançamento de papéis, jornais ou assemelhados que veiculem conteúdo religioso." "Autor
Ver. Waldir Canal
Situação
ARQUIVADO"
"186" "PROC. 00150/14 - PLCL 006/14" "inclui art. 8º-A na Lei Complementar nº 382, de 24 de julho de 1996 – que regulamenta o art. 103 da Lei Or¬gânica do Município e dá outras providências (audiência pública) –, para tornar obrigatório o comparecimento de representante da Administração Direta ou da Administração Indireta do Município de Porto Alegre às audiências públicas..." "Autor
Ver. Marcelo Sgarbossa
Situação
ARQUIVADO"
"187" "PROC. 00032/14 - PLCL 001/14" "assegura aos negros a reserva de 20% (vinte por cento) das vagas oferecidas em concursos públicos para provimento de cargos efetivos e empregos públicos nos órgãos da Administração Direta e nas entidades da Administração Indireta do Município de Porto Alegre e revoga a Lei Complementar nº 494, de 10 de setembro de 2003." "Autor
do Ver. Delegado Cleiton
Situação
ARQUIVADO"
"188" "PROC. 03333/13 - PLCL 039/13" "ALTERA PARCIALMENTE A LEI MUNICIPAL N. 434/99 QUE DISPOE SOBRE O DESENVOLVIMENTO URBANO NO MUNICIPIO DE PORTO ALEGRE, INSTITUI O PLANO DIRETOR DE DESENVOLVIMENTO URBANO AMBIENTAL DE PORTO ALEGRE E DA OUTRAS PROVIDENCIAS.." "Autor
ANY ORTIZ
Situação
POR SOLICITACAO"
"189" "PROC. 02996/13 - PLCL 038/13" "ESTABELECE NORMAS PARA A REALIZACAO DE CONCURSOS PUBLICOS PARA O PROVIMENTO DE CARGOS E EMPREGOS PUBLICOS NOS ORGAOS DA ADMINISTRACAO DIRETA E NAS ENTIDADES DA ADMINISTRACAO INDIRETA DO MUNICIPIO DE PORTO ALEGRE." "Autor
MARIO MANFRO
Situação
PARA CIENCIA"
"190" "PROC. 02932/13 - PLCL 037/13" "inclui § 4º no art. 8º da Lei Complementar nº 320, de 2 de maio de 2004 – que dispõe sobre denominação de logradouros públicos e dá outras providências –, e alterações posteriores, permitindo que as placas denominativas de logradouros cujas denominações forem consagradas pelo uso que forem objeto de alteração possam conter a denominação..." "Autor
do Ver. Guilherme Socias Villela
Situação
ARQUIVADO"
"191" "PROC. 02708/13 - PLCL 036/13" "INCLUI ART. 222-A NA LEI COMPLEMENTAR N. 284, DE 27 DE OUTUBRO DE 1992 - QUE INSTITUI O CODIGO DE EDIFICACOES DE PORTO ALEGRE E DA OUTRAS PROVIDENCIAS -, E ALTERACOES POSTERIORES, PERMITINDO O USO DE TELHADO VERDE SOBRE LAJES E DEMAIS COBERTURAS DO ULTIMO PAVIMENTO DE EDIFICACOES." "Autor
MARCELO SGARBOSSA
Situação
ARQUIVADO"
"192" "PROC. 02639/13 - PLCL 034/13" "altera o inc. IV do art. 3º e inclui inc. XXV no art. 17 da Lei Complementar nº 369, de 16 de janeiro de 1996 – que dispõe sobre a implantação do Sistema Municipal do Meio Ambiente (Sismam), do Conselho Municipal do Meio Ambiente (Comam), sobre a Política Municipal do Meio Ambiente e dá outras providências –, ampliando o rol de competências..." "Autor
do Ver. Guilherme Socias Villela
Situação
ARQUIVADO"
"193" "PROC. 02549/13 - PLCL 033/13" "inclui art. 13-A na Lei Complementar nº 695, de 1º de junho de 2012 – que institui, no Município de Porto Alegre, o Estudo de Impacto de Vizinhança (EIV) –, determinando que o EIV e seus documentos integrantes sejam disponibilizados na internet." "Autor
da Verª Lourdes Sprenger
Situação
ARQUIVADO"
"194" "PROC. 02533/13 - PLCL 032/13" "ALTERA A REDACAO DO INCISO XII DO ART. 18 DO CODIGO MUNICIPAL DE POSTURAS." "Autor
ANY ORTIZ
Situação
ARQUIVADO"
"195" "PROC. 02498/13 - PLCL 031/13" "ALTERA O PARAGRAFO 3. DO ART. 197 E INCLUI INC. XXVI E PARAGRAFOS 4. E 5. NO ART. 197, INC. IV NO ART. 206 E INC. XV NO ART. 207 DA LEI COMPLEMENTAR N. 133, DE 31 DE DEZEMBRO DE 1985 - QUE ESTABELECE O ESTATUTO DOS FUNCIONARIOS PUBLICOS DO MUNICIPIO DE PORTO ALEGRE -, PROIBINDO A PRATICA DE ASSEDIO MORAL NA ADMINISTRACAO PUBLICA MUNICIPAL, E..." "Autor
JUSSARA CONY E JOAO DERLY
Situação
ARQUIVADO"
"196" "PROC. 02466/13 - PLCL 030/13" "altera o art. 6º da Lei Complementar nº 626, de 15 de julho de 2009 – que institui o Plano Diretor Cicloviário Integrado e dá outras providências –, determinando que a extensão da infraestrutura da rede cicloviária seja de 395 km (trezentos e noventa e cinco quilômetros), e estabelece prazo para a implantação dessa infraestrutura." "Autor
Ver. Marcelo Sgarbossa
Situação
ORDEM DO DIA"
"197" "PROC. 02184/13 - PLCL 027/13" "altera os a arts. 23 e 26 e revoga o § 1º do art. 22, os incs. I a IV do caput e o parágrafo único do art. 23 e os arts. 24 e 25 da Lei Complementar nº 694, de 21 de maio de 2012, excluindo proibições estabelecidas para a comercialização de animais e determinando a esterilização, a microchipagem, a identificação e o registro de animais..." "Autor
da Verª Lourdes Sprenger
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"198" "PROC. 02143/13 - PLCL 029/13" "institui o Sistema de Gestão Pública de Transporte Urbano, compreendendo a gestão do Fundo Público de Transporte Urbano (FPTU), o Sistema Integrado de Bilhetagem de Transporte Urbano (SIBTU) e os instrumentos de transparência e controle social, e dá outras providências." "Autor
do Ver. Engº Comassetto e outros
Situação
EM TRAMITACAO"
"199" "PROC. 01932/13 - PLCL 022/13" "ALTERA O PARAGRAFO 1. E INCLUI PARAGRAFO 5. NO ART. 15 DA LEI COMPLEMENTAR N. 170, DE 31 DE DEZEMBRO DE 1987, E ALTERACOES POSTERIORES, PROIBINDO A INTERRUPCAO DO ABASTECIMENTO DE AGUA NOS CASOS QUE ESPECIFICA E DANDO OUTRAS PROVIDENCIAS." "Autor
PAULINHO MOTORISTA
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"200" "PROC. 01853/13 - PLCL 025/13" "REMOMEIA O PARAGRAFO UNICO PARA PARAGRAFO 1. E INCLUI PARAGRAFOS 2. E 3. NO ART. 83 DA LEI COMPLEMENTAR N. 12, DE 20 DE JANEIRO DE 1975 - CODIGO DE POSTURAS -, E ALTERACOES POSTERIORES, ESTABELECENDO MULTA PARA O CASO DE UTILIZACAO DE APARELHO DE SOM OU INSTRUMENTO MUSICAL CUJA EMISSAO SONORA ULTRAPASSE OS NIVEIS DE INTENSIDADE PERMITIDOS." "Autor
DELEGADO CLEITON
Situação
ARQUIVADO"
"201" "PROC. 01804/13 - PLCL 019/13" "ALTERA OS ARTIGOS 2., 3., 5., 7., 9. E 9.-A DA LEI COMPLEMENTAR N. 318 DE 28 DE MARCO DE 1994, QUE CRIA O CONSELHO MUNICIPAL DE TRANSPORTES URBANOS (COMTU)." "Autor
CLAUDIO JANTA
Situação
ANULADO"
"202" "PROC. 01705/13 - PLCL 018/13" "inclui art. 133-A na Seção I do Capítulo II da Lei Complementar nº 284, de 30 de dezembro de 1999 – que institui o Código de Edificações de Porto Alegre e dá outras providências –, e alterações posteriores, determinando a realização de vistorias periódicas em edificações não residenciais." "Autor
da Verª Mônica Leal
Situação
ARQUIVADO
Veto
VETO TOTAL MANTIDO"
"203" "PROC. 01598/13 - PLCL 016/13" "altera o inc. II do art. 2º e o parágrafo único do art. 3º da Lei Complementar nº 399, de 14 de janeiro de 1997 – que cria o Conselho Municipal de Cultura e institui a Conferência Municipal e dá outras providências –, alterada pela Lei Complementar nº 660, de 7 de dezembro de 2010, alterando a denominação “núcleos de cultura” para “comissões de..." "Autor
Ver. Delegado Cleiton
Situação
ARQUIVADO"
"204" "PROC. 01578/13 - PLCL 015/13" "inclui § 5º no art. 154 da Lei Complementar nº 646, de 22 de julho de 2010, determinando a remoção da estrutura do aeromóvel para a implementação do Corredor Parque do Gasômetro." "Autor
Ver. Idenir Cecchim
Situação
RENOVACAO DE VOTACAO"
"205" "PROC. 01422/13 - PLCL 012/13" "ALTERA O INC. XIII DO CAPUT E INCLUI PARAGRAFO 4. NO ART. 118 DA LEI COMPLEMENTAR 434, DE 1. DE DEZEMBRO DE 1999 - PLANO DIRETOR DE DESENVOLVIMENTO URBANO AMBIENTAL DE PORTO ALEGRE -, E ALTERACOES POSTERIORES, DISPONDO SOBRE RECUO DE AJARDINAMENTO." "Autor
JOAO CARLOS NEDEL
Situação
ARQUIVADO"
"206" "PROC. 01322/13 - PLCL 011/13" "altera os arts. 2º, 5º, 7º, 9º e 9-A e o caput do art. 3º e inclui parágrafo único no art. 3º da Lei Complementar nº 318, de 28 de março de 1994 – que cria o Conselho Municipal de Transportes Urbanos (Comtu) –, e alterações posteriores, ampliando o rol de seus membros, modificando sua competência e dando outras providências." "Autor
Ver. Clàudio Janta
Situação
ARQUIVADO"
"207" "PROC. 01301/13 - PLCL 009/13" "altera o caput, renomeia o parágrafo único para § 1º e inclui § 2º no art. 91-A da Lei Complementar nº 12, de 7 de janeiro de 1975 – que institui posturas para o Município de Porto Alegre e dá outras providências –, e alterações posteriores, definindo a sanção de reparação de dano a que está sujeita a pessoa que pichar ou conspurcar edificação..." "Autor
Verª Mônica Leal
Situação
ARQUIVADO"
"208" "PROC. 01278/13 - PLCL 026/13" "inclui Seção X-A, com arts. 58-A e 58-B, no Capítulo II da Lei Complementar nº 694, de 21 de maio de 2012 – que consolida a legislação sobre criação, comércio, exibição, circulação e políticas de proteção de animais no Município de Porto Alegre e revoga legislação sobre o tema –, permitindo o transporte de animais domésticos com até 10 kg (dez..." "Autor
do Ver. Marcelo Sgarbossa
Situação
ARQUIVADO"
"209" "PROC. 01192/13 - PLCL 024/13" "institui o Código de Ética Municipal." "Autor
do Ver. Alberto Kopittke
Situação
ARQUIVADO"
"210" "PROC. 01185/13 - PLCL 013/13" "altera o inc. XVII do caput do art. 70 da Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, e alterações posteriores, incluindo no rol de isentos do pagamento do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU) as pessoas portadoras de neoplasia maligna cuja..." "Autor
Ver. Pedro Ruas e da Verª Fernanda Melchionna
Situação
ORDEM DO DIA"
"211" "PROC. 01090/13 - PLCL 007/13" "INSTITUI AREA ESPECIAL DE INTERESSE AMBIENTAL SOBRE AREA DO MORRO SANTA TERESA, COM IDENTIFICACAO DE AREA DE PROTECAO DO AMBIENTE NATURAL, DE AREA DE INTERESSE CULTURAL , BEM COMO INSTITUI AREA ESPECIAL DE INTERESSE SOCIAL, E DA OUTRAS PROVIDENCIAS." "Autor
SOFIA CAVEDON
Situação
ARQUIVADO"
"212" "PROC. 01066/13 - PLCL 019/13" "cria o Conselho Municipal dos Direitos Animais (CMDA) e dá outras providências." "Autor
da Verª Lourdes Sprenger
Situação
ARQUIVADO"
"213" "PROC. 00973/13 - PLCL 005/13" "inclui inc. V no caput do art. 32 e art. 257-A na Lei Complementar nº 420, de 25 de agosto de 1998 – que institui o Código de Proteção contra Incêndio de Porto Alegre e dá outras providências –, e alterações posteriores, incluindo no rol de edificações para as quais é exigida instalação de sprinklers as classificadas como F-6 na Tabela 1 dessa..." "Autor
da Verª Fernanda Melchionna e Ver. Pedro Ruas
Situação
ORDEM DO DIA"
"214" "PROC. 00970/13 - PLCL 021/13" "que institui o Fundo Municipal de Segurança Pública (FMSP) e dá outras providências." "Autor
Ver. Alberto Kopittke
Situação
ARQUIVADO"
"215" "PROC. 00922/13 - PLCL 006/13" "ALTERA A REDACAO DO ARTIGO 3. DA LEI N. 11.423, DE 19 DE FEVEREIRO DE 2013." "Autor
AIRTO FERRONATO
Situação
ARQUIVADO"
"216" "PROC. 00863/13 - PLCL 023/13" "inclui art. 82-B na Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, e alterações posteriores, determinando a concessão de desconto de até 20% (vinte por cento) no valor do Imposto sobre a Propriedade Predial e Territorial Urbana (IPTU) para contribuintes em cujos imóveis haja..." "Autor
Ver. Pedro Ruas e da Verª Fernanda Melchionna
Situação
ORDEM DO DIA"
"217" "PROC. 00855/13 - PLCL 010/13" "inclui Seção I “Dos eventos esportivos, culturais e de entretenimentos” no Capítulo II do Título II da Lei Complementar nº 12, de 7 de janeiro de 1975 – Código de Posturas do Município de Porto Alegre –, e alterações posteriores, tornando os organizadores de eventos que especifica responsáveis pela garantia da segurança dos participantes." "Autor
Verª Sofia Cavedon
Situação
ORDEM DO DIA"
"218" "PROC. 00843/13 - PLCL 017/13" "inclui Capítulo V-A, com arts. 65-A, 65-B e 65-C, no Título IV da Parte II da Lei Complementar nº 434, de 1º de dezembro de 1999, e alterações posteriores, criando o Estudo de Impacto de Segurança (EISP), para ser apresentado por empreendimentos que causem impactos de segurança pública no seu entorno." "Autor
do Ver. Alberto Kopittke
Situação
ARQUIVADO"
"219" "PROC. 00841/13 - PLCL 003/13" "REVOGA A LEI COMPLEMENTAR N. 470, DE 2 DE JANEIRO DE 2002, QUE CRIA A SUBUNIDADE DE ESTRUTURACAO URBANA 03 DA UEU 4036, REFERENTE A AREA DO ESTALEIRO SO, DEFINE SEU REGIME URBANISTICO E DA OUTRAS PROVIDENCIAS." "Autor
FERNANDA MELCHIONNA E PEDRO RUAS
Situação
ARQUIVADO"
