"tit_projeto" "descricao" "autor_situacao"
do Governo Municipal
Situação
ARQUIVADO"
"202" "PROC. 00655/14 - PLE 011/14" "inclui o art. 60-A e revoga o parágrafo único do art. 59 da Lei nº 6.310, de 28 de dezembro de 1988 – que estabelece o Plano de Carreira dos Funcionários do Departamento Municipal de Habitação (DEMHAB), dispõe sobre o Plano de Carreira e dá outras providências –, excluindo do rol de atividades perigosas as exercidas pelos servidores detentores..." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"203" "PROC. 00654/14 - PLE 010/14" "inclui o art. 58-A e revoga o parágrafo único do art. 57 da Lei nº 6.253, de 11 de novembro de 1988 – que estabelece o Plano de Carreira dos Funcionários do Departamento Municipal de Limpeza Urbana (DMLU), dispõe sobre o Plano de Carreira e dá outras providências –, excluindo do rol de atividades perigosas as exercidas pelos servidores..." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"204" "PROC. 00591/14 - PLE 009/14" "ALTERA O PARAGRAFO 3. DO ART. 1. DA LEI N. 11.472, DE 29 DE AGOSTO DE 2013." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"205" "PROC. 00546/14 - PLE 008/14" "modifica a redação do inc. XXXV do art. 1º da Lei nº 11.404, de 27 de dezembro de 2012, que atribui verba de representação aos titulares dos cargos em comissão ou das funções gratificadas que menciona." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"206" "PROC. 00401/14 - PLE 007/14" "dispõe sobre o fornecimento e uso de uniforme escolar para os alunos da educação infantil, fundamental e especial na Rede Pública Municipal de Ensino de Porto Alegre e revoga a Lei nº 4.948, de 4 de setembro de 1981." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"207" "PROC. 00279/14 - PLE 006/14" "que dispõe sobre a criação, extinção, delimitação e denominação de bairros do Município de Porto Alegre e revoga as Leis nos 1.762, de 23 de julho de 1957; 2.022, de 7 de dezembro de 1959; 2.681, de 21 de dezembro de 1963; 2.688, de 25 de dezembro de 1963; 3.159, de 9 de julho de 1968; 3.193-A, de 29 de outubro de 1968; 3.671, de 19 de julho de..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"208" "PROC. 00245/14 - PLE 005/14" "declara de utilidade pública a Casa de Passagem Viva com Esperança." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"209" "PROC. 00172/14 - PLE 004/14" "ALTERA O ART. 49 DA LEI 6.310, DE 28 DE DEZEMBRO DE 1988, QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DO DEPARTAMENTO MUNICIPAL DE HABITACAO (DEMHAB), DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"210" "PROC. 00157/14 - PLE 003/14" "declara de utilidade pública a Associação de Ensino Social Profissionalizante (ESPRO)." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"211" "PROC. 00156/14 - PLE 002/14" "AUTORIZA O EXECUTIVO MUNICIPAL A CONCEDER AO FUNDO DE ARRENDAMENTO RESIDENCIAL (FAR), DA CAIXA ECONOMICA FEDERAL (CEF), O USO DOS PROPRIOS QUE DESCREVE, PARA FINS DE IMPLEMENTO DE CONSTRUCOES PARA HABITACAO POPULAR, NA SISTEMATICA DO PROGRAMA MINHA CASA, MINHA VIDA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"212" "PROC. 00143/14 - PLE 001/14" "declara de utilidade pública a Associação dos Amigos do Arquivo Público do Estado do Rio Grande do Sul." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"213" "PROC. 03568/13 - PLE 058/13" "ALTERA O CAPUT E REVOGA O PARAGRAFO 3. DO ART. 2. DA LEI N. 11.033, DE 6 DE JANEIRO DE 2011 - QUE ALTERA A ESPECIFICACAO DA CLASSE DE CARGO DE PROVIMENTO EFETIVO DE ASSISTENTE ADMINISTRATIVO, CONSTANTE NA LETRA B - DAS ESPECIFICACOES DE CLASSES - DO ANEXO I DA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988, E ALTERACOES POSTERIORES, E INSTITUI..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"214" "PROC. 03506/13 - PLE 057/13" "ALTERA O PARAGRAFO 1. E INCLUI INC. IV NO PARAGRAFO 3. DO ART. 1., OS INCS. I E II E OS PARAGRAFOS 1., 2., 3., 4., 5., 6. E 7. DO ART. 3., O CAPUT E OS PARAGRAFOS1., 2., E 3. DO ART. 4., O ART. 5., O PARAGRAFO UNICO DO ART. 6., O ART. 7., O ART. 8., O ART. 9., O CAPUT DO ART. 10., O ART. 11, INCLUI ANEXO III E REVOGA O INC. III DO ART. 3. DA LEI..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"215" "PROC. 03453/13 - PLE 056/13" "AUTORIZA A DESAFETACAO E ALIENACAO, NA MODALIDADE DE DACAO EM PAGAMENTO, DE PROPRIO MUNICIPAL EM FAVOR DO DEPARTAMENTO MUNICIPAL DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE PORTO ALEGRE (PREVIMPA), PARA AMORTIZACAO DE DIVIDA DECORRENTE DE DEFICIT AUTUARIAL DO REGIME PROPRIO DA PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE PORTO..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"216" "PROC. 03424/13 - PLE 055/13" "AUTORIZA O PODER EXECUTIVO A FIRMAR CONTRATO COM ENTIDADES DE PRESTACAO DE SERVICOS DE ASSISTENCIA MEDICO-HOSPITALAR E LABORATORIAL OU OPERADORA DE PLANO DE SAUDE, E DA OUTRAS PROVIDENCIAS, E REVOGA A LEI N. 11.063, DE 7 DE ABRIL DE 2011." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"217" "PROC. 03423/13 - PLE 054/13" "AUTORI\ZA O EXECUTIVO MUNICIPAL A ALIENAR, POR MEIO DE CONCORRENCIA PUBLICA, OS PROPRIOS MUNICIPAIS QUE RELACIONA E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"218" "PROC. 03422/13 - PLE 053/13" "CRIA 50 (CINQUENTA) CARGOS, DE PROVIMENTO EFETIVO, DE TECNICO DE SANEAMENTO, NO DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS (DMAE), QUE PASSAM A INTEGRAR O ANEXO I DA LEI N. 6.203, DE 3 DE OUTUBRO DE 1988, ALTERADA PELA LEI N. 6.412, DE 9 DE JUNHO DE 1989, E EXTINGUE 50 (CINQUENTA) CARGOS DE OPERARIO ESPECIALIZADO." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"219" "PROC. 03421/13 - PLE 052/13" "CRIA 16 (DEZESSEIS) CARGOS DE ASSISTENTE ADMINISTRATIVO, 1 (UM) CARGO DE ARQUIVISTA, 1 (UM) CARGO DE ANALISTA DE TECNOLOGIA DA INFORMACAO E 2 (DOIS) CARGOS DE MEDICO ESPECIALISTA, ALTERA DENOMINACAO DE CARGOS DE PROVIMENTO EFETIVO, CRIA 3 (TRES) FUNCOES GRATIFICADAS DE ASSISTENTE TECNICO, 4 (QUATRO) DE CHEFE DE UNIDADE E 2 (DUAS) DE CHEFE DE..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"220" "PROC. 03420/13 - PLE 051/13" "CRIA 50 (CINQUENTA) CARGOS, DE PROVIMENTO EFETIVO, DE AGENTE DE SANEAMENTO, NO DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS (DMAE), QUE PASSAM A INTEGRAR O ANEXO I DA LEI N. 6.203, DE 3 DE OUTUBRO DE 1988, ALTERADA PELA LEI N. 6.412, DE 9 DE JUNHO DE 1989, E EXTINGUE 50 (CINQUENTA) CARGOS DE OPERARIO ESPECIALIZADO." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"221" "PROC. 03400/13 - PLE 050/13" "ALTERA O INC. III DO ART. 1. DA LEI N. 11.404, DE 27 DE DEZEMBRO DE 2012 - QUE ATRIBUI VERBA DE REPRESENTACAO AOS TITULARES DOS CARGOS EM COMISSAO OU DAS FUNCOES GRATIFICADAS QUE MENCIONA, REVOGA A LEI N. 8.689, DE 28 DE DEZEMBRO DE 2000, E DA OUTRAS PROVIDENCIAIS.." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"222" "PROC. 03391/13 - PLE 049/13" "declara de utilidade pública a Associação Gaúcha de Professores Técnicos de Ensino Agrícola (AGPTEA)." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"223" "PROC. 03385/13 - PLE 048/13" "ESTABELECE ABATIMENTO NA TARIFA DE AGUA E ISENCAO NAS TARIFAS DE ESGOTO CLOACAL E PLUVIAL AOS IMOVEIS ATINGIDOS PELA ENCHENTE PROVENIENTE DO ROMPIMENTO DO DIQUE DO ARROIO FEIJO E DO ARROIO GRAVATAI, OCORRIDO NO MUNICIPIO DE PORTO ALEGRE EM 31 DE AGOSTO DE 2013, CONFORME CADATRO DO DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTO (DMAE) CONSTANTE NO ANEXO..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"224" "PROC. 03314/13 - PLE 047/13" "EXTINGUE 1 (UM) CARGO, QUE INTEGRA A LETRA ''C' DO ANEXO I DA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAIS - E CRIA 1 (UM) CARGO NA ESTRUTURA ORGANIZACIONAL DO GABINETE DO PREFEITO (GP).." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"225" "PROC. 03245/13 - PLE 046/13" "ALTERA OS ITENS IDENTIFICACAO, ATRIBUICOES, CONDICOES DE TRABALHO, RECRUTAMENTO E LOTACAO DO CARGO DE PROVIMENTO EFETIVO DE MONITOR, CONSTANTE NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO E ALTERACOES POSTERIORES, E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"226" "PROC. 03244/13 - PLE 045/13" "ALTERA O INC. XVI DO ART. 1. DA LEI N. 10.758, DE 16 DE OUTUBRO DE 2009 - QUE AUTORIZA O EXECUTIVO MUNICIPAL A DESAFETAR E, POR MEIO DE CONCORRENCIA PUBLICA, ALIENAR OS IMOVEIS PROPRIOS MUNICIPAIS QUE RELACIONA, ESTABELECE A UTILIZACAO DOS RECURSOS OBTIDOS COM A ALIENACAO DESSES IMOVEIS E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"227" "PROC. 03199/13 - PLE 044/13" "ALTERA O PARAGRAFO UNICO E INCLUI INCS. I E II AO ART. 2. DA LEI N. 11.213, DE 6 DE FEVEREIRO DE 2012 - QUE DISCIPLINA A REALIZACAO DE EVENTOS CULTURAIS, ECONOMICOS, POLITICOS OU DE OUTRA NATUREZA NO LARGO JORNALISTA GLENIO PERES E REVOGA AS LEIS N. 9.404, DE 3 DE FEVEREIRO DE 2004, E 10.660, DE 20 DE MARCO DE 2009 -, INCLUINDO A FEIRA ESTADUAL..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"228" "PROC. 03140/13 - PLE 043/13" "ALTERA O ''CAPUT'' DO ART. 13 DA LEI N. 10.266, DE 10.10.07 - QUE CRIA A SECRETARIA MUNICIPAL DE TURSIMO (SMTUR) NO AMBITO DA ADMINISTRACAO CENTRALIZADA DO EXECUTIVO MUNICIPAL, PREVE O PLANEJAMENTO E O DESENVOLVIMENTO DO PROGRAMA MUNICIPAL DE TURISMO (PMT), CRIA CARGOS EM COMISSAO E FUNCOES GRATIFICADAS A SEREM LOTADOS NA SMTUR, EXTINGUE O..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"229" "PROC. 03116/13 - PLE 042/13" "DECLARA DE UTILIDADE PUBLICA O CENTRO DE ATENDIMENTO INTEGRADO MORRO DA CRUZ (CAIMC)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"230" "PROC. 03024/13 - PLE 041/13" "extingue 47 (quarenta e sete) funções gratificadas e 47 (quarenta e sete) cargos em comissão, coloca em extinção a classe de monitor, cria 141 (cento e quarenta e uma) funções gratificadas, 43 (quarenta e três) cargos em comissão e 668 (seiscentos e sessenta e oito) novos cargos na Fundação de Assistência Social e Cidadania (FASC), altera o..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"231" "PROC. 02985/13 - PLE 040/13" "autoriza o Departamento Municipal de Água e Esgotos (DMAE) a desafetar e alienar ao Município de Porto Alegre próprio destinado a uso especial localizado na Rua Paulo Maciel, nº 220." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"232" "PROC. 02977/13 - PLE 039/13" "CRIA 106 (CENTO E SEIS) CARGOS DE TECNICO EM ENFERMAGEM E EXTINGUE 106 (CENTO E SEIS) CARGOS DE AUXILIAR DE ENFERMAGEM, NA ADMINISTRACAO CENTRALIZADA, CONSTANTES NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"233" "PROC. 02968/13 - PLE 038/13" "ESTIMA A RECEITA E FIXA A DESPESA DO MUNICIPIO DE PORTO ALEGRE PARA O EXERCICIO ECONOMICO-FINANCEIRO DE 2014." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"234" "PROC. 02823/13 - PLE 037/13" "DECLARA DE UTILIDADE PUBLICA O CENTRO DE TRADICOES GAUCHAS CAMINHOS DO PAMPA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"235" "PROC. 02822/13 - PLE 036/13" "declara de utilidade pública o Conselho Geral de Clubes de Mães." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"236" "PROC. 02815/13 - PLE 035/13" "ALTERA A LETRA B DO ANEXO I DA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAS -, ALTERANDO A ESPECIFICACAO DE CLASSE DOS CARGOS DE PROVIMENTO EFETIVO DE INSTRUTOR DE ARTES PLASTICAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"237" "PROC. 02794/13 - PLE 034/13" "ALTERA OS ITENS RECRUTAMENTO E IDENTIFICACAO DO CARGO DE PROVIMENTO EFETIVO DE TECNICO EM CULTURA, CONSTANTE NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAS -, E ALTERACOES POSTERIORES, E DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"238" "PROC. 02742/13 - PLE 033/13" "DECLARA DE UTLIDADE PUBLICA A FUNDACAO EDUCACIONAL E EDITORIAL UNIVERSALISTA - FEEU." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"239" "PROC. 02741/13 - PLE 032/13" "declara de utilidade pública a Associação Filhos Nascidos do Coração – AFINCO." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"240" "PROC. 02509/13 - PLE 031/13" "AUTORIZA O PODER EXECUTIVO A CONTRATAR OPERACOES DE CREDITO NO VALOR TOTAL DE R$ 64.727.120,91 (SESSENTA E QUATRO MILHOES, SETECENTOS E VINTE E SETE MIL, CENTO E VINTE REAIS E NOVENTA E UM CENTAVOS) COM INSTITUICOES BANCARIAS MANTIDAS PELO GEVERNO FEDERAL E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"241" "PROC. 03400/13 - PLE 050/13" "ALTERA O INC. III DO ART. 1. DA LEI N. 11.404, DE 27 DE DEZEMBRO DE 2012 - QUE ATRIBUI VERBA DE REPRESENTACAO AOS TITULARES DOS CARGOS EM COMISSAO OU DAS FUNCOES GRATIFICADAS QUE MENCIONA, REVOGA A LEI N. 8.689, DE 28 DE DEZEMBRO DE 2000, E DA OUTRAS PROVIDENCIAIS.." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"242" "PROC. 03391/13 - PLE 049/13" "declara de utilidade pública a Associação Gaúcha de Professores Técnicos de Ensino Agrícola (AGPTEA)." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"243" "PROC. 03385/13 - PLE 048/13" "ESTABELECE ABATIMENTO NA TARIFA DE AGUA E ISENCAO NAS TARIFAS DE ESGOTO CLOACAL E PLUVIAL AOS IMOVEIS ATINGIDOS PELA ENCHENTE PROVENIENTE DO ROMPIMENTO DO DIQUE DO ARROIO FEIJO E DO ARROIO GRAVATAI, OCORRIDO NO MUNICIPIO DE PORTO ALEGRE EM 31 DE AGOSTO DE 2013, CONFORME CADATRO DO DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTO (DMAE) CONSTANTE NO ANEXO..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"244" "PROC. 03314/13 - PLE 047/13" "EXTINGUE 1 (UM) CARGO, QUE INTEGRA A LETRA ''C' DO ANEXO I DA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAIS - E CRIA 1 (UM) CARGO NA ESTRUTURA ORGANIZACIONAL DO GABINETE DO PREFEITO (GP).." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"245" "PROC. 03245/13 - PLE 046/13" "ALTERA OS ITENS IDENTIFICACAO, ATRIBUICOES, CONDICOES DE TRABALHO, RECRUTAMENTO E LOTACAO DO CARGO DE PROVIMENTO EFETIVO DE MONITOR, CONSTANTE NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO E ALTERACOES POSTERIORES, E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"246" "PROC. 03244/13 - PLE 045/13" "ALTERA O INC. XVI DO ART. 1. DA LEI N. 10.758, DE 16 DE OUTUBRO DE 2009 - QUE AUTORIZA O EXECUTIVO MUNICIPAL A DESAFETAR E, POR MEIO DE CONCORRENCIA PUBLICA, ALIENAR OS IMOVEIS PROPRIOS MUNICIPAIS QUE RELACIONA, ESTABELECE A UTILIZACAO DOS RECURSOS OBTIDOS COM A ALIENACAO DESSES IMOVEIS E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"247" "PROC. 03199/13 - PLE 044/13" "ALTERA O PARAGRAFO UNICO E INCLUI INCS. I E II AO ART. 2. DA LEI N. 11.213, DE 6 DE FEVEREIRO DE 2012 - QUE DISCIPLINA A REALIZACAO DE EVENTOS CULTURAIS, ECONOMICOS, POLITICOS OU DE OUTRA NATUREZA NO LARGO JORNALISTA GLENIO PERES E REVOGA AS LEIS N. 9.404, DE 3 DE FEVEREIRO DE 2004, E 10.660, DE 20 DE MARCO DE 2009 -, INCLUINDO A FEIRA ESTADUAL..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"248" "PROC. 03140/13 - PLE 043/13" "ALTERA O ''CAPUT'' DO ART. 13 DA LEI N. 10.266, DE 10.10.07 - QUE CRIA A SECRETARIA MUNICIPAL DE TURSIMO (SMTUR) NO AMBITO DA ADMINISTRACAO CENTRALIZADA DO EXECUTIVO MUNICIPAL, PREVE O PLANEJAMENTO E O DESENVOLVIMENTO DO PROGRAMA MUNICIPAL DE TURISMO (PMT), CRIA CARGOS EM COMISSAO E FUNCOES GRATIFICADAS A SEREM LOTADOS NA SMTUR, EXTINGUE O..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"249" "PROC. 03116/13 - PLE 042/13" "DECLARA DE UTILIDADE PUBLICA O CENTRO DE ATENDIMENTO INTEGRADO MORRO DA CRUZ (CAIMC)." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"250" "PROC. 03024/13 - PLE 041/13" "extingue 47 (quarenta e sete) funções gratificadas e 47 (quarenta e sete) cargos em comissão, coloca em extinção a classe de monitor, cria 141 (cento e quarenta e uma) funções gratificadas, 43 (quarenta e três) cargos em comissão e 668 (seiscentos e sessenta e oito) novos cargos na Fundação de Assistência Social e Cidadania (FASC), altera o..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"251" "PROC. 02985/13 - PLE 040/13" "autoriza o Departamento Municipal de Água e Esgotos (DMAE) a desafetar e alienar ao Município de Porto Alegre próprio destinado a uso especial localizado na Rua Paulo Maciel, nº 220." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"252" "PROC. 02977/13 - PLE 039/13" "CRIA 106 (CENTO E SEIS) CARGOS DE TECNICO EM ENFERMAGEM E EXTINGUE 106 (CENTO E SEIS) CARGOS DE AUXILIAR DE ENFERMAGEM, NA ADMINISTRACAO CENTRALIZADA, CONSTANTES NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"253" "PROC. 02968/13 - PLE 038/13" "ESTIMA A RECEITA E FIXA A DESPESA DO MUNICIPIO DE PORTO ALEGRE PARA O EXERCICIO ECONOMICO-FINANCEIRO DE 2014." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"254" "PROC. 02823/13 - PLE 037/13" "DECLARA DE UTILIDADE PUBLICA O CENTRO DE TRADICOES GAUCHAS CAMINHOS DO PAMPA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"255" "PROC. 02822/13 - PLE 036/13" "declara de utilidade pública o Conselho Geral de Clubes de Mães." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"256" "PROC. 02815/13 - PLE 035/13" "ALTERA A LETRA B DO ANEXO I DA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAS -, ALTERANDO A ESPECIFICACAO DE CLASSE DOS CARGOS DE PROVIMENTO EFETIVO DE INSTRUTOR DE ARTES PLASTICAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"257" "PROC. 02794/13 - PLE 034/13" "ALTERA OS ITENS RECRUTAMENTO E IDENTIFICACAO DO CARGO DE PROVIMENTO EFETIVO DE TECNICO EM CULTURA, CONSTANTE NA LEI N. 6.309, DE 28 DE DEZEMBRO DE 1988 - QUE ESTABELECE O PLANO DE CARREIRA DOS FUNCIONARIOS DA ADMINISTRACAO CENTRALIZADA DO MUNICIPIO; DISPOE SOBRE O PLANO DE PAGAMENTO E DA OUTRAS PROVIDENCIAS -, E ALTERACOES POSTERIORES, E DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"258" "PROC. 02742/13 - PLE 033/13" "DECLARA DE UTLIDADE PUBLICA A FUNDACAO EDUCACIONAL E EDITORIAL UNIVERSALISTA - FEEU." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"259" "PROC. 02741/13 - PLE 032/13" "declara de utilidade pública a Associação Filhos Nascidos do Coração – AFINCO." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"260" "PROC. 02509/13 - PLE 031/13" "AUTORIZA O PODER EXECUTIVO A CONTRATAR OPERACOES DE CREDITO NO VALOR TOTAL DE R$ 64.727.120,91 (SESSENTA E QUATRO MILHOES, SETECENTOS E VINTE E SETE MIL, CENTO E VINTE REAIS E NOVENTA E UM CENTAVOS) COM INSTITUICOES BANCARIAS MANTIDAS PELO GEVERNO FEDERAL E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"261" "PROC. 01078/13 - PLE 011/13" "dispõe sobre medidas relativas aos jogos e eventos relacionados à Copa do Mundo FIFA 2014 no âmbito do Município de Porto Alegre e dá outras providências." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"262" "PROC. 01059/13 - PLE 010/13" "ALTERA O PARAGRAFO 2. DO ART. 1. DA LEI 11.395 DE 27 DE DEZEMBRO DE 2012 - QUE AUTORIZA O EXECUTIVO MUNICPAL A CONTRATAR, COM INSTITUICOES BANCARIAS MANTIDAS PELO GOVERNO FEDERAL - CAIXA ECONOMICA FEDERAL (CEF) OU BANCO DO BRASIL -, COM RECURSOS TRANSFERIDOS PELO BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL, OPERACOES DE CREDITO ATE O..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"263" "PROC. 00824/13 - PLE 009/13" "INCLUI ART. 6.-A NA LEI N. 11.398, DE 27 DE DEZEMBRO DE 2012, ESTABELECENDO AS ATRIBUICOES DO CARGO EM COMISSAO DE DIRETOR-GERAL ADJUNTO LOTADO NO DEPARTAMENTO MUNICIPAL DE AGUA E ESGOTOS (DMAE).." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"264" "PROC. 00776/13 - PLE 008/13" "INSTITUI O SERVICO PUBLICO DE TRANSPORTE INDIVIDUAL POR TAXI NO MUNICIPIO DE PORTO ALEGRE; REVOGA A LEI N. 3.790, DE 5 DE SETEMRBO DE 1973, E A LEGISLACAO CORRELATA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"265" "PROC. 00775/13 - PLE 007/13" "INSTITUI O MONITORAMENTO DOS VEICULOS INTEGRANTES DA FROTA DO TRANSPORTE INDIVIDUAL POR TAXI NO MUNICIPIO DE PORTO ALEGRE." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"266" "PROC. 00774/13 - PLE 006/13" "AUTORIZA A DELEGACAO DE PERMISSOES PARA O SERVICO DE TRANSPORTE INDIVIDUAL POR TAXI DO MUNICIPIO DE PORTO ALEGRE, MEDIANTE A SUBMISSAO AO PROCEDIMENTO LICITATORIO E A UTILIZACAO DE VEICULOS COM ACESSIBILIDADE PARA PESSOAS COM DEFICIENCIA." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
