"tit_projeto" "descricao" "autor_situacao"
Governo Municipal
Situação
AGUARDANDO SANCAO"
"61" "PROC. 02826/16 - PLCE 018/16" "ALTERA O INCISO I, DO ART. 52-X, DA LEI COMPLEMENTAR Nº 7, DE 7 DE SETEMBRO DE 1973 - QUE INSTITUI E DISCIPLINA OS TRIBUTOS DE COMPETENCIA DO MUNICIPIO E ESTABELECE NORMAS GERAIS DE DIREITO TRIBUTARIO - E ALTERACOES POSTERIORES, CRIANDO A TAXA DE FISCALIZACAO DE ABERTURA DO PAVIMENTO DAS VIAS PUBLICAS E DAS CALCADAS E DANDO OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"62" "PROC. 02806/16 - PLCE 017/16" "cria e declara como Área Especial de Interesse Social – I (AEIS I), na Macrozona (MZ) 02, as Subunidades 07, 08 e 09, na Unidade de Estruturação Urbana (UEU) 50; na Macrozona (MZ) 03, as Subunidades 04 e 05, na UEU 06; 05, na UEU 10; 07 e 08, na UEU 16; 08, na UEU 20; 02, na UEU 22; 13, 14, 15, 16, 17 e 18, na UEU 86; 07 na UEU 88; na Macrozona..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"63" "PROC. 02764/16 - PLCE 016/16" "altera os incs. X, XIV e XVII; inclui os incs. XXI, XXII e XXIII e os §§ 7º a 9º, todos no art. 3º-A, prevendo novas regras sobre o local de incidência do ISS; altera os incs. II e VIII do art. 21, bem como altera a lista de serviços anexa, todos da Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"64" "PROC. 02762/16 - PLCE 015/16" "altera o § 2º do art. 71 da Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, estendendo a vigência da isenção para o serviço público de transporte coletivo por ônibus." "Autor
Governo Municipal
Situação
AGUARDANDO DOCUMENTO
Veto
VETO PARCIAL MANTIDO"
"65" "PROC. 02756/16 - PLCE 014/16" "no art. 21, revoga o inciso XII e altera o inc. XXVII; inclui parágrafo único ao art. 25; no art. 59, inclui alínea “d” ao § 1º; no art. 70, altera o inciso XVII e os §§ 7º e 12; no art. 72, altera o item 1 da alínea “a” do inciso I e inclui o inc. III e o parágrafo único; no art. 75, altera o caput, os inc. I e II e o parágrafo único e revoga o..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"66" "PROC. 02752/16 - PLCE 013/16" "inclui art. 5º-C na Lei Complementar nº 505, de 28 de maio de 2004 – que fixa alíquotas de contribuição previdenciária para fins de custeio do Regime Próprio da Previdência Social dos Servidores Públicos do Município de Porto Alegre e dá outras providências, e alterações posteriores –, autorizando parcelamento de débitos do Município de Porto..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"67" "PROC. 02750/16 - PLCE 012/16" "cria as Secretarias Municipais que refere, estabelece suas finalidades e competências, extingue secretarias e dispõe sobre a organização administrativa durante a sua extinção e revoga legislação sobre o tema." "Autor
Governo Municipal
Situação
ARQUIVADO"
"68" "PROC. 02748/16 - PLCE 011/16" "revoga a Lei Complementar nº 708, de 18 de janeiro de 2013, que altera os dispositivos de controle da edificação para o imóvel localizado na Rua Buarque de Macedo, nº 120, sede da Câmara de Dirigentes Lojistas (CDL) de Porto Alegre." "Autor
Governo Municipal
Situação
ARQUIVADO"
"69" "PROC. 02708/16 - PLCE 010/16" "inclui o art. 58-A na Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, estabelecendo multa pela falta de apresentação, ou apresentação incompleta, de documentos, livros e registros de instituições financeiras, a que se refere o art. 6º da Lei Complementar Nacional nº 105, de..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"70" "PROC. 02673/16 - PLCE 009/16" "INSTITUI O CODIGO MUNICIPAL DE CONVIVENCIA DEMOCRATICA E REVOGA AS LEIS QUE REFERE." "Autor
GOVERNO MUNICIPAL
Situação
EM TRAMITACAO"
"71" "PROC. 02363/16 - PLCE 008/16" "cria o Fundo Municipal de Incentivo à Reciclagem e Inserção Produtiva de Catadores (FMRIC) e revoga a Lei Complementar 672, de 1º de fevereiro de 2011 – que cria o Fundo para Implementação do Programa de Redução Gradativa do Número de Veículos de Tração Animal e de Veículos de Tração Humana." "Autor
Governo Municipal
Situação
AGUARDANDO SANCAO"
"72" "PROC. 01929/16 - PLCE 007/16" "Altera os limites das Macrozonas (MZ) 05 e 08, altera os limites da Subunidade 09 da Unidade de Estruturação Urbana (UEU) 22 da MZ 05 e da Subunidade 01 da UEU 38 da MZ 08, cria e institui como Área Especial de Interesse Social II (AEIS II) a Subunidade 03 da UEU 22 da MZ 05, cria a Subunidade 04 da UEU 22 da MZ 05 com o mesmo regime da..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"73" "PROC. 01313/16 - PLCE 006/16" "dispõe sobre o Conselho Municipal de Saúde de Porto Alegre." "Autor
Governo Municipal
Situação
ARQUIVADO"
"74" "PROC. 01312/16 - PLCE 005/16" "que altera limites de Subunidades e de Unidades de Estruturação Urbana (UEUs) das Macrozonas (MZs) 02, 03, 04, 05, 07, 08 e 10, cria Subunidades em UEUs dessas MZs, correspondentes a áreas de empreendimentos aprovados no Programa Minha Casa, Minha Vida, da Caixa Econômica Federal (CEF), e de novos empreendimentos destinados à produção..." "Autor
Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"75" "PROC. 01069/16 - PLCE 003/16" "cria o Sistema Municipal de Ciência, Tecnologia e Inovação de Porto Alegre, doravante designado pela sigla SMCT&I." "Autor
Governo Municipal
Situação
ARQUIVADO"
"76" "PROC. 00592/16 - PLCE 002/16" "cria a Gratificação por Atividade de Planejamento Estratégico (GAPE) para servidores em efetivo exercício na Secretaria Municipal de Planejamento Estratégico e Orçamento (SMPEO), em substituição à parcela prevista na Lei Complementar nº 668, de 13 de janeiro de 2011, alterada e revogada pela Lei Complementar nº 707, de 27 de dezembro de 2012, e..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"77" "PROC. 00538/16 - PLCE 001/16" "ALTERA O CAPUT DOS ARTIGOS 1. E 2. E REVOGA O PARAGRAFO PARAGRAFO 1. DO ARTIGO 2., TODOS DA LEI N. 10.390, DE 22 DE FEVEREIRO DE 2008 QUE - AUTORIZA A CONCESSAO DE USO DE AREA SITUADA NA SUBUNIDADE 1 DA UEU 1044., DE ACORDO COM A LEI COMPLEMENTAR N. 434, DE 1. DE DEZEMBRO DE 1999, PARA IMPLANTACAO DO MEMORIAL CAMINHO DA SOBERANIA - ALTERANDO A..." "Autor
GOVERNO MUNICIPAL - GABINETE DO PREFEITO
Situação
ARQUIVADO"
"78" "PROC. 02707/15 - PLCE 026/15" "institui o Sistema Financeiro de Administração Centralizada (SIFAC), como instrumento de centralização em conta bancária única dos recursos financeiros do Poder Executivo do Município de Porto Alegre." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"79" "PROC. 02634/15 - PLCE 025/15" "altera os incs. I, II e III do § 1º do art. 196 da Lei Complementar nº 395, de 26 de dezembro de 1996. (multa/fiscalização sanitária)" "Autor
Executivo Municipal
Situação
ARQUIVADO"
"80" "PROC. 02633/15 - PLCE 024/15" "inclui o Capítulo IX no Título III da Lei Complementar nº 7, de 7 de dezembro de 1973, que institui e disciplina os tributos de competência do Município e estabelece normas gerais de direito tributário. (cria taxa de fiscalização de abertura do pavimento das vias públicas e calçadas)" "Autor
Executivo Municipal
Situação
ARQUIVADO"
"81" "PROC. 02558/15 - PLCE 023/15" "ALTERA OS ARTS. 7. E 8. E REVOGA O ART. 12, TUDO DA LEI COMPLEMENTAR N. 133, DE 31 DE DEZEMBRO DE 1985, QUE ESTABELECE O ESTATUTO DOS FUNCIONARIOS PUBLICOS DO MUNICIPIO DE PORTO ALEGRE, DISPONDO SOBRE O ACESSO DOS ESTRANGEIROS AOS CARGOS PUBLICOS MUNICIPAIS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"82" "PROC. 02379/15 - PLCE 022/15" "inclui inc. XXVII no caput do art. 21 e inc. XXX e § 14 no caput do art. 70 da Lei Complementar nº 07, de 7 de dezembro de 1973; e inclui inc. VII e § 7º no art. 8º da Lei Complementar nº 197, de 21 de março de 1989. (Redução/Isenção/ISS/IPTU/ITBI/Área Tecnológica)" "Autor
Executivo Municipal
Situação
ARQUIVADO"
"83" "PROC. 02291/15 - PLCE 021/15" "altera o parágrafo único do art. 20, os arts. 26 e 27 e inclui art. 26-A, todos da Lei Complementar nº 677, de 19 de julho de 2011 – que altera os arts. 4º e 44 e o Anexo I e inclui arts. 36-A, 37-A e 43-A na Lei nº 6.309, de 28 de dezembro de 1988, e alterações posteriores, criando o grupo ESM – Especialidade Médica e as classes de cargos de..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"84" "PROC. 02269/15 - PLCE 020/15" "altera a composição do Conselho Municipal de Educação – CME/POA – e dá outras providências." "Autor
Governo Municipal
Situação
ARQUIVADO"
"85" "PROC. 02099/15 - PLCE 019/15" "institui o Programa de Recuperação Fiscal – REFISPOA 2015 – e revoga a Lei nº 11.428, de 30 de abril de 2013." "Autor
Governo Municipal
Situação
ARQUIVADO"
"86" "PROC. 01783/15 - PLCE 018/15" "altera o parágrafo único do art. 17 da Lei Complementar nº 755, de 30 de dezembro de 2014, que altera a Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, e alterações posteriores, dispondo sobre a atualização dos alvarás de Localização e Funcionamento." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"87" "PROC. 01782/15 - PLCE 017/15" "ALTERA A LEI COMPLEMENTAR N. 694, DE 21 DE MAIO DE 2012, - QUE CONSOLIDA A LEGISLACAO SOBRE CRIACAO, COMERCIO, EXIBICAO, CIRCULACAO E POLITICAS DE PROTECAO DE ANIMAIS DOMESTICOS NO MUNICIPIO DE PORTO ALEGRE E REVOGA LEGISLACAO SOBRE O TEMA, - INCLUI A SECAO IV-A, ALTERANDO O CAPUT DO ART. 46, O ART. 51 E O ART. 52, INCLUINDO A SUBSECAO III NA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"88" "PROC. 01760/15 - PLCE 016/15" "altera os §§ 4º e 6º, do art. 81, da Lei Complementar nº 133, de 31 de dezembro de 1985 – que estabelece o Estatuto dos Funcionários Públicos do Município de Porto Alegre. (gozo de férias)" "Autor
Executivo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"89" "PROC. 01759/15 - PLCE 015/15" "altera os incs. I a IV do parágrafo único do art. 49 da Lei Complementar nº 728, de 8 de janeiro de 2014, – que institui o Código Municipal de Limpeza Urbana, revoga as Leis Complementares nºs 234, de 10 de outubro de 1990, 274, de 25 de março de 1992, 376, de 3 de junho de 1996, 377, de 3 de junho de 1996, 591, de 23 de abril de 2008, e 602, de..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"90" "PROC. 01540/15 - PLCE 014/15" "que altera o art. 109, o caput do art. 125, o caput e §§ 2º e 3º do art. 129, e os arts. 130 e 131, inclui os §§ 3º e 7º ao art. 129 e o art. 127-A, tudo na Lei Complementar nº 133, de 31 de dezembro de 1985, - que estabelece o Estatuto dos Funcionários Públicos do Município de Porto Alegre -, excluindo a incidência de avanços, regimes de..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"91" "PROC. 01411/15 - PLCE 013/15" "altera a redação do parágrafo único do art. 12 da Lei Complementar nº 703, de 28 de setembro de 2012 – que estabelece as diretrizes para a implementação da infraestrutura necessária à realização da Copa do Mundo de 2014, implantação do Sistema Bus Rapid Transit (BRT) e do Metrô de Porto Alegre –, modificando o limitador do cálculo de..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"92" "PROC. 01199/15 - PLCE 012/15" "altera o inc. II do Art. 2º da Lei Complementar nº 367, de 10 de janeiro de 1996, que dispõe sobre a constituição do Conselho Municipal de Ciência e Tecnologia de Porto Alegre (COMCET)." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"93" "PROC. 01093/15 - PLCE 011/15" "DISPOE SOBRE O PLANO DE MOBILIDADE URBANA DO MUNICIPIO DE PORTO ALEGRE." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO ART 108"
"94" "PROC. 00916/15 - PLCE 010/15" "institui Área Especial de Interesse Social (AEIS) III com Ocupação Intensiva nas áreas, objeto das matrículas de nºs 150.628, 152.120 e 173.534 do Registro de Imóveis da 3ª Zona de Porto Alegre, situadas na Rua Granja Bela Vista, na Unidade de Estruturação Urbana (UEU) 038 da Macrozona (MZ) 08, e criadas as Subunidades (SUBsUEU) 05 e 06 na UEU..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"95" "PROC. 00884/15 - PLCE 009/15" "altera o § 3º do art. 1º, o caput do art. 7º, o § 3º do art. 8º, o caput do art. 9º, o caput do art. 14 e o caput do art. 15, inclui incs. I a III no caput, parágrafo único e incs. I a III, todos no art. 14, revoga o inc. II do art. 8º e o § 1º do art. 9º da Lei Complementar nº 687, de 1º de fevereiro de 2012, institui obrigações acessórias..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"96" "PROC. 00780/15 - PLCE 008/15" "altera o art. 18 da Lei Complementar nº 755, de 30 de dezembro de 2014, que altera a Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –, e alterações posteriores, dispondo sobre as taxas de Fiscalização de Localização e Funcionamento, de Serviços Ambientais Diversos, de Controle..." "Autor
Governo Municipal
Situação
ARQUIVADO"
"97" "PROC. 00779/15 - PLCE 007/15" "ALTERA OS INSC. I, II, III E IV E INCLUI OS PARAGRAFOS 1. E 2. NO ART. 1., ALTERA O PARAGRAFO UNICO DO ART. 2. E REVOGA O PARAGRAFO UNICO DO ART. 1. DA LEI COMPLEMENTAR N. 570, DE 11 DE JUNHO DE 2007, QUE ESTABELECE CONDICOES PARA A INSTALACAO DE REDES DE ABASTECIME NTO DE AGUA E DE REMOCAO DE ESGOTO CLOACAL EM AREAS NAO REGULARIZADAS E DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"98" "PROC. 00761/15 - PLCE 006/15" "altera o Anexo V da Lei Complementar nº 630, de 1º de outubro de 2009, que institui a Operação Urbana Consorciada Lomba do Pinheiro e dá outras providências, dispondo sobre o conceito e o grupamento de Atividades da Zona de Uso Residencial 1." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"99" "PROC. 00760/15 - PLCE 005/15" "altera os limites da Macrozona (MZ) 08, entre as Unidades de Estruturação Urbana (UEU) 078 e UEU 080; das Subunidades 01 e 09 da UEU 078 da Macrozona (MZ) 08 e das Subunidades 01 e 02 da UEU 080 da Macrozona (MZ) 08; cria as Subunidades 11, 12, 13, 14, 15 e 16 da UEU 078 da Macrozona (MZ) 08 e cria as Subunidades 05, 06, 07, 08, 09, 10, 11 e 12..." "Autor
Executivo Municipal
Situação
AGUARDANDO REPUBLICACAO DA LEI"
"100" "PROC. 00649/15 - PLCE 004/15" "DISPOE SOBRE A REGULARIZACAO DE OBRAS CIVIS E CONSTRUCOES DO CONJUNTO HABITACIONAL HEROPHILO AZAMBUJA (IPE II), LOCALIZADO ENTRE AS AVENIDAS PROTASIO ALVES, BENTO GONCALVES E ANTONIO DE CARVALHO, OBJETO DA MATRICULA ORIGINAL N. 62.408, DE PROPRIEDADE DO INSTITUTO DE PREVIDENCIA DO ESTADO DO RIO GRANDE DO SUL (IPERGS), E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"101" "PROC. 00548/15 - PLCE 003/15" "cria o Fundo de Reaparelhamento e Aperfeiçoamento Previdenciário- FRAP." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"102" "PROC. 00427/15 - PLCE 002/15" "estabelece normas gerais para o processo administrativo no âmbito da Administração Municipal Direta e da Administração Municipal Indireta e normas especiais para a constituição de dívida não tributária no Município de Porto Alegre; altera o caput e seus incs. I a IV, renomeia o parágrafo único para § 1º, alterando-se sua redação atual, inclui..." "Autor
Executivo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL REJEITADO"
"103" "PROC. 00347/15 - PLCE 001/15" "altera o caput, os incs. I, II, III, IV, e os §§ 1º, 2º, 3º e 4º do art. 15, inclui incs. V, VI, VII, VIII e IX e § 6º no caput do art. 15; altera o caput do art. 16, renumera o parágrafo único para § 1º alterando sua redação, inclui incs. I e II e § 2º no caput do art. 16, e altera o art. 17, todos da lei Complementar nº 170, de 31 de..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"104" "PROC. 02965/14 - PLCE 016/14" "que altera os arts. 109, 125, caput; revoga o parágrafo único e altera o caput do art. 131; inclui o art. 127-A, todos da Lei Complementar nº 133, de 31 de dezembro de 1985, que estabelece sobre o Estatuto dos Funcionários Públicos do Município de Porto Alegre, e dá outras providências." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"105" "PROC. 02805/14 - PLCE 015/14" "cria a Subunidade 02 da UEU 22 da Macrozona 09, institui regime urbanístico e dá outras providências, com base no inc. IV do art. 162 e no inc. III do art. 76 da Lei Complementar nº 434, de 1º de dezembro de 1999, alterada pela Lei Complementar nº 646, de 22 de julho de 2010." "Autor
do Executivo Municipal
Situação
ARQUIVADO"
"106" "PROC. 02783/14 - PLCE 014/14" "altera o caput do art. 15, o inc. IX do art. 16 e o art. 17 e inclui art. 17-A na Lei Complementar nº 721, de 29 de novembro de 2013 – que estabelece medidas de incentivo e apoio à inovação e à pesquisa científica e tecnológica no ambiente empresarial, acadêmico e social no Município de Porto Alegre –, modificando a constituição do Conselho..." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"107" "PROC. 02759/14 - PLCE 013/14" "inclui § 3º no art. 17-A, altera o caput e o § 2º do art. 66-A, revoga os §§ 3º e 4º do art. 66-A e altera o § 3º do art. 68, todos da Lei Complementar nº 7, de 7 de dezembro de 1973 – que institui e disciplina os tributos de competência do Município –; revoga a al. f do § 2º do art. 18, altera o § 3º do art. 26 e inclui § 6º no art. 26, todos..." "Autor
do Executivo Municipal
Situação
ARQUIVADO"
"108" "PROC. 02758/14 - PLCE 012/14" "altera o § 5º do art. 33 da Lei Complementar nº 728, de 8 de janeiro de 2014. (Código Municipal de Limpeza Urbana)" "Autor
do Executivo Municipal
Situação
ARQUIVADO"
"109" "PROC. 02728/14 - PLCE 011/14" "altera o § 9º do art. 2º; inclui arts. 2º-A e 5º-B na Lei Complementar nº 505, de 28 de maio de 2004, alterada pela Lei Complementar nº 723, de 30 de dezembro de 2013 – que dispõe sobre alíquotas de contribuição previdenciária para fins de custeio do Regime Próprio de Previdência Social dos Servidores Públicos do Município de Porto Alegre, e dá..." "Autor
do Executivo Municipal
Situação
ARQUIVADO"
"110" "PROC. 02665/14 - PLCE 010/14" "que dispõe sobre alterações na estrutura da Secretaria Municipal da Fazenda; cria o Tesouro Municipal, a Superintendência da Tecnologia da Informação e a Receita Municipal e define a estrutura básica e as funções institucionais destes; altera a estrutura da Controladoria-Geral do Município; dispõe sobre a carreira e a remuneração do..." "Autor
Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"111" "PROC. 02617/14 - PLCE 009/14" "institui os preços públicos para os serviços que menciona e revoga a Lei Complementar nº 203, de 28 de dezembro de 1989." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"112" "PROC. 02616/14 - PLCE 008/14" "inclui as als. g, h e i no inc. II do art. 2º; altera a redação da al. b do inc. II do art. 3º, do § 1º e do caput do art. 45, do caput e dos §§ 1º, 5º e 6º do art. 47, do art. 48-A, do art. 51, do § 8º do art. 47 e dos arts. 48-B, 52-B, 52-C, 52-D, 52-E, 52-F, 52-G, 52-H, 52-I, 52-J, 52-L, 52-M, 52-N, 52-O, 52-P, 52-Q e 52-R; inclui item 6 na..." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"113" "PROC. 02555/14 - PLCE 007/14" "institui a Zona Rural no Município de Porto Alegre e cria o Sistema de Gestão da Política de Desenvolvimento Rural." "Autor
Executivo Municipal
Situação
ARQUIVADO"
"114" "PROC. 02368/14 - PLCE 006/14" "cria o Conselho Municipal de Saneamento Básico de Porto Alegre." "Autor
do Governo Municipal
Situação
ARQUIVADO"
"115" "PROC. 01907/14 - PLCE 005/14" "altera o art. 1º e inclui inc. V no caput do art. 2º da Lei Complementar nº 341, de 17 de janeiro de 1995, estabelecendo à Fundação de Assistência Social e Cidadania (FASC) a realização de atividades em regime de plantões de 12 (doze) horas consecutivas de trabalho por 36 (trinta e seis) horas consecutivas de descanso, para assegurar o..." "Autor
do Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL (PARTE MANTIDO\PARTE REJEITADO)"
"116" "PROC. 01631/14 - PLCE 004/14" "revoga os arts. 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56 e 57 da Lei Complementar nº 12, de 7 de janeiro de 1975, que dispõe sobre elevadores." "Autor
Governo Municipal
Situação
ARQUIVADO"
"117" "PROC. 00438/14 - PLCE 003/14" "REVOGA A PARAGRAFO 2., DO ART. 2. DA LEI COMPLEMENTAR N. 703, DE 28 DE SETEMBRO DE 2012 - QUE ESTABELECE AS DIRETRIZES PARA A IMPLANTACAO DA INFRAESTRUTURA NECESSARIA A REALIZACAO DA COPA DO MUNDO DE 2014, IMPLANTACAO DO SISTEMA BUS RAPID TRANSIT (BRT) E DO METRO DE PORTO ALEGRE." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"118" "PROC. 00409/14 - PLCE 002/14" "INCLUI INC. XVII AO ART. 10 DA LEI COMPLEMENTAR N. 563, DE 30 DE JANEIRO DE 2007 - QUE ORGANIZA, NO AMBITO DA ADMINISTRACAO CENTRALIZADA DA PREFEITURA MUNICIPAL DE PORTO ALEGRE, O SISTEMA MUNICIPAL DE PROTECAO E DEFESA DOS DIREITOS DO CONSUMIDOR (SMDC), INSTITUI O SERVICO DE PROTECAO E DEFESA DOS DIREITOS DO CONSUMIDOR (PROCON/PMPA), O CONSELHO..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"119" "PROC. 00408/14 - PLCE 001/14" "AUTORIZA INTERVENCOES NO COMPLEXO DO HOSPITAL DE CLINICAS DE PORTO ALEGRE, EM IMOVEL RELACIONADO COMO PREDIO INVENTARIADO DE ESTRUTURACAO, INSERIDO EM AREA DE INTERESSE INSTITUCIONAL." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"120" "PROC. 03454/13 - PLCE 021/13" "ALTERA A EMENTA E O ART. 1. DA LEI COMPLEMENTAR N. 666, DE 30 DE DEZEMBRO DE 2010, QUE DEFINE OS INDICES DE APROVEITAMENTO PARA OS TERRENOS NOS QUAIS SE TENHA A FINALIDADE DE IMPLANTAR PROJETOS DE REFORMAS OU AMPLIACOES DE CENTROS ESPORTIVOS, CLUBES, EQUIPAMENTOS ADMINISTRATIVOS, HOSPITAIS, HOTEIS, APART-HOTEIS, CENTROS DE EVENTOS, CENTROS..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"121" "PROC. 03425/13 - PLCE 020/13" "INSTITUI O CORREDOR PARQUE DO GASOMETRO E ALTERA O PARAGRAFO 3. DO ART. 154 DA LEI COMPLEMENTAR N. 646, DE 22 DE JULHO DE 2010." "Autor
GOVERNO MUNICIPAL
Situação
AGUARDANDO REPUBLICACAO DA LEI"
"122" "PROC. 03349/13 - PLCE 019/13" "DISPOE SOBRE INFORMACOES A SEREM PRESTADAS PELAS ADMINISTRADORAS DE CARTOES DE CREDITO OU DE DEBITO EM CONTA CORRENTE E DEMAIS ESTABELECIMENTOS SIMILARES.." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"123" "PROC. 03348/13 - PLCE 018/13" "ALTERA A AL. ''C'' DO INC. I E INCLUI AL. ''F'' AO INC. II E PARAGRAFO 6. AO ART. 8., TODOS DA LEI COMPLEMENTAR N. 197, DE 21 DE MARCO DE 1989 - QUE INSTITUI E DISCIPLINA O IMPOSTO SOBRE A TRANSMISSAO ''INTER-VIVOS'', POR ATO ONEROSO, DE BENS IMOVEIS E DE DIREITOS REAIS A ELES RELATIVOS.." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"124" "PROC. 03347/13 - PLCE 017/13" "INCLUI PARAGRAFO 7. AO ART. 3., INCS. XXIII E XXIV AO ART. 21 E INC. XXIX AO ART. 70, E ALTERA O INC. II DO PARAGRAFO 2. DO ART. 21 E O PARAGRAFO 3. DO ART. 68, TODOS DA LEI COMPLENTAR N. 7, DE 7 DE DEZEMBRO DE 1973 - QUE INSTITUI E DISCIPLINA OS TRIBUTOS DE COMPETENCIA DO MUNICIPIO -, ALTERA OS ART. 3., 6. E 11, E REVOGA O PARAGRAFO UNICO DA..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"125" "PROC. 03246/13 - PLCE 016/13" "DEFINE O INDICE DE APROVEITAMENTO PARA O ESTUDO DE VIABILIDADE URBANISTICA (EVU) REFERENTE AO EMPREENDIMENTO NAVAL LOCALIZADO NA ILHA GRANDE DOS MARINHEIROS E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"126" "PROC. 03185/13 - PLCE 015/13" "extingue a Subunidade 10 da Unidade de Estruturação Urbana (UEU) 10 da Macrozona (MZ) 07, definida como Área Especial de Interesse Social I (AEIS I), e altera os limites, os regimes urbanísticos e as Subunidades 01 e 05 da UEU 10 da MZ 07, revogando a Lei Complementar nº 621, de 23 de junho de 2009." "Autor
Governo Municipal
Situação
AGUARDANDO REPUBLICACAO DA LEI"
"127" "PROC. 02821/13 - PLCE 014/13" "ALTERA OS CAPUTS DOS ARTS. 42, 45 E 61, OS INCC. I A IV DO ART. 62 E O INC. VIII DO ART. 133, E INCLUI PARAGRAFOS 1, 1 E 3 AO ART. 61,TODOS DA LEI COMPLEMENTAR N. 628, DE 17 DE AGOSTO DE 2009 - QUE CONSOLIDA A LEGISLACAO MUNICIPAL QUE DISPOE SOBRE A DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE E REVOGA O ART. 13 DA LEI N. 9.693, DE 29 DE..." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
"128" "PROC. 02686/13 - PLCE 013/13" "estabelece regras para a supressão, o transplante ou a poda de espécies vegetais no Município de Porto Alegre, revoga os Decretos nºs 10.237, de 11 de março de 1992, 10.258, de 3 de abril de 1992, 15.418, de 20 de dezembro de 2006, 17.232, de 26 de agosto de 2011, 18.083, de 21 de novembro de 2012, e 18.305, de 28 de maio de 2013, e dá outras..." "Autor
do Governo Municipal
Situação
ARQUIVADO
Veto
VETO PARCIAL MANTIDO"
"129" "PROC. 02599/13 - PLCE 012/13" "INSTITUI O CODIGO MUNICIPAL DE LIMPEZA URBANA, REVOGA AS LEIS COMPLEMENTARES N. 234, DE 10 DE OUTUBRO DE 1990; A LEI COMPLEMENTAR N. 274, DE 25 DE MARCO DE 1992; 376, DE 3 DE JUNHO DE 1996; 377, DE 3 DE JUNHO DE 1996; 591, DE 23 DE ABRIL DE 2008; E 602, DE 24 DE NOVEMBRO DE 2008, E DA OUTRAS PROVIDENCIAS." "Autor
GOVERNO MUNICIPAL
Situação
ARQUIVADO"
